binary_value,float_value_1,float_value_2,float_value_3,float_value_4
0,19.7873,12.1278,0.211101,1629.348
0,9.2214,-2.2756,0.678916,573.003
0,50.4977,13.9024,0.809368,1847.793
1,53.8982,6.3652,0.744161,878.063
1,84.7025,6.6876,0.283773,691.637
0,87.0493,25.7209,0.597237,606.358
0,7.2747,28.4315,0.060773,945.420
1,94.9155,-13.6895,0.133393,1588.278
1,90.3863,-25.5290,0.860117,1039.369
0,48.8157,17.1878,0.135176,1927.550
0,28.7337,15.2262,0.161842,1570.770
1,58.6414,-4.8985,0.083343,1912.737
0,16.3532,21.8902,0.608010,579.765
0,53.1119,10.2561,0.512421,1129.065
1,26.7141,-1.6383,0.018642,1784.721
1,77.2508,15.0805,0.924194,1131.383
0,8.4030,17.6104,0.645537,705.031
0,31.8977,18.7209,0.346927,1578.670
1,53.0797,-18.6901,0.191569,1106.597
1,3.9026,-2.0096,0.806941,1240.024
1,81.7223,-13.5575,0.715799,1955.212
0,81.4643,14.1077,0.305362,1302.148
1,83.5072,-0.3502,0.662421,1428.362
1,37.0025,-16.8420,0.471323,1017.532
1,71.9103,-10.5595,0.793308,1289.958
1,7.8642,-13.1325,0.614244,1436.676
0,30.6001,26.6641,0.430845,867.808
1,80.9989,-25.3376,0.675396,1204.414
1,58.3849,0.3992,0.812162,1870.682
0,3.6634,1.5647,0.572660,750.961
1,81.9726,29.7110,0.461919,1919.144
0,49.3216,-1.1560,0.189161,1279.070
1,53.3517,-22.7470,0.680911,1092.065
1,89.0671,-26.2009,0.417216,669.822
0,29.2319,2.6342,0.001714,1177.263
1,21.2450,0.7108,0.879520,1203.459
1,55.2563,12.5079,0.446937,1643.670
1,31.0818,-1.0511,0.484749,1682.888
0,32.9256,23.3128,0.156016,1821.760
1,46.2965,19.5446,0.417452,1121.695
1,97.3315,-23.4682,0.459446,1610.309
0,27.5823,29.6082,0.010410,1974.038
1,98.1370,6.0728,0.720188,657.879
1,82.5052,10.4368,0.918464,611.572
1,40.8189,4.7142,0.628624,651.106
1,40.3773,-6.7267,0.120541,637.270
1,38.6707,-24.3363,0.465056,952.967
1,44.3701,-15.0588,0.706731,789.141
1,31.7348,-1.6757,0.502057,1316.642
1,72.8043,-19.8985,0.050763,1767.951
0,78.9019,24.4367,0.343071,838.936
1,39.4745,-1.1857,0.358708,1463.540
0,88.7934,22.3758,0.918897,1223.381
1,88.6975,-21.8306,0.418210,1496.661
0,57.6032,28.0329,0.725703,544.812
1,93.6117,-25.4092,0.084196,604.444
0,23.5415,-9.7725,0.275240,1334.854
1,47.9429,15.0794,0.239099,1314.758
1,96.3462,23.4187,0.064371,540.272
1,44.4419,3.1905,0.019803,1530.458
0,59.1886,15.0088,0.386322,879.693
1,82.1804,-19.1055,0.313196,1032.198
0,31.8232,-6.2374,0.289079,908.836
1,55.0809,5.8613,0.362328,1656.251
0,13.5652,23.8234,0.875038,1427.560
1,68.5721,24.1706,0.698855,1809.954
0,38.2942,-26.5974,0.397224,1888.245
0,48.5268,27.0482,0.022112,1396.486
0,29.7854,-3.7123,0.884301,1580.724
1,56.7419,6.0740,0.791814,644.525
1,84.6729,-18.5492,0.248969,963.416
1,69.4828,22.5065,0.767949,1436.628
1,91.8960,-1.0368,0.439893,1892.088
0,26.1522,29.9291,0.363582,1241.961
1,60.0005,4.5346,0.764670,1821.827
1,69.7524,-29.2346,0.154556,1835.807
0,8.4488,-23.3382,0.602505,901.309
1,19.2096,18.4645,0.088280,1875.524
0,61.0159,-19.0287,0.397693,986.700
1,81.5135,29.8941,0.956242,921.103
1,56.8600,-15.7410,0.297173,1476.680
1,27.1152,-4.4294,0.367751,843.156
1,68.2072,13.2332,0.877411,1344.691
1,80.7929,22.8128,0.172353,1022.072
0,45.3781,24.6323,0.446566,1117.328
1,41.7151,-19.3270,0.440204,1865.843
1,69.9288,-26.6091,0.873820,1136.338
1,84.6838,18.8315,0.951385,892.673
1,76.5920,-3.6006,0.859509,1409.089
1,88.9606,-11.6734,0.834566,703.647
1,93.4921,19.5529,0.608194,549.627
1,65.8061,17.4651,0.885621,1724.073
0,9.3268,29.1583,0.457189,1945.599
1,62.5558,20.8040,0.453185,605.654
1,99.4071,25.7297,0.910572,558.784
0,1.3790,-26.9382,0.840507,515.803
0,11.1707,-9.4009,0.304439,1621.751
1,87.3407,-3.1008,0.840736,1117.539
0,5.5752,25.6942,0.135337,1509.763
0,77.9948,28.9681,0.895776,1991.585
0,4.2873,21.1355,0.764130,1690.849
0,0.6092,24.9186,0.569005,1327.031
1,60.7031,27.0347,0.875085,1805.874
1,74.9950,10.8920,0.709355,1450.423
1,17.7238,-29.6402,0.041492,853.709
0,6.5835,17.6095,0.237397,1735.399
0,3.0988,-20.6848,0.846116,852.614
1,25.9449,4.7513,0.510540,1368.767
1,95.8096,22.7589,0.289382,1119.426
0,10.5174,-26.8109,0.264754,794.413
0,9.8415,-13.5932,0.262161,884.192
1,3.6876,18.6460,0.528324,1261.680
0,21.2600,10.6748,0.745406,1774.356
1,45.1777,-23.7323,0.640009,1951.984
0,17.0762,-19.7404,0.130176,964.384
1,29.7923,12.9969,0.628542,512.310
0,1.2683,1.7242,0.041121,1036.938
0,75.7540,23.5855,0.589988,1455.282
1,44.8683,-26.9481,0.002753,1214.535
0,28.0182,-21.9654,0.439811,1167.794
0,0.0712,-5.2115,0.296765,1968.238
1,92.7422,-21.4037,0.952572,1213.943
1,32.0261,-19.0666,0.520118,990.273
1,68.3863,8.2076,0.387447,869.303
0,55.8684,0.8684,0.003155,653.408
1,11.9897,-19.9056,0.653819,797.246
1,16.4013,-13.3918,0.183346,848.575
1,59.9541,-16.0817,0.062295,594.620
0,61.4269,26.4312,0.114026,1004.834
1,26.6459,1.8448,0.675905,1079.328
1,64.3389,14.7878,0.193609,852.472
1,48.6238,-5.4008,0.194493,815.087
1,75.9181,-0.6329,0.754408,1963.967
0,4.3457,29.9327,0.287734,719.933
0,45.1890,4.4699,0.324367,1355.383
1,61.8164,-5.9732,0.666599,1335.223
0,58.9151,-0.4599,0.267601,1655.902
1,41.7551,-25.0083,0.948365,522.867
0,18.9554,-27.7513,0.852237,1832.148
0,12.4818,-18.8332,0.138048,800.406
0,26.7581,-15.4192,0.529283,1843.433
0,6.8891,-4.6743,0.623353,1458.555
0,8.5791,14.6033,0.637678,1561.626
1,26.6846,-16.6889,0.983806,679.075
1,96.0262,-26.9692,0.272489,1178.950
0,41.4412,13.3356,0.436268,1480.235
1,43.2051,-14.2561,0.466328,582.224
0,34.6138,27.7832,0.371979,1692.393
1,99.5455,-2.4095,0.309328,1124.405
0,44.6165,-6.0120,0.144487,953.402
1,90.2967,-17.8616,0.018665,1222.304
0,21.7068,28.2314,0.076649,1391.869
1,34.6631,29.1496,0.969863,751.864
1,82.3392,-13.3764,0.582862,1209.536
0,30.3793,20.9923,0.188877,997.520
0,50.0421,14.4711,0.856219,1766.654
0,1.4611,4.6664,0.134001,505.356
1,22.9744,-15.3760,0.984793,1269.618
1,37.5614,23.1842,0.777400,850.502
0,0.9628,-0.6013,0.141418,874.019
1,16.9104,19.0163,0.671463,593.862
1,5.3095,-29.1943,0.686985,1637.384
1,47.5883,-23.1417,0.232213,1609.551
0,76.8857,21.1096,0.966293,1399.624
0,57.9658,-12.4639,0.069783,1183.049
1,41.7389,-25.6516,0.955209,1835.911
0,1.0443,5.9860,0.606873,589.445
0,19.7672,24.3787,0.071426,1486.165
0,21.6315,3.4049,0.226536,1207.643
0,26.1309,9.2514,0.037699,1530.528
1,15.7801,1.4211,0.541669,968.249
0,87.6836,14.8293,0.216097,797.744
1,98.0622,-26.5068,0.796378,566.907
1,87.6116,0.4459,0.172583,580.891
1,86.2546,16.8241,0.308850,627.025
0,2.2909,-26.0561,0.598021,1870.385
1,76.3198,-27.9136,0.268191,827.588
0,48.6757,-26.5141,0.294707,1781.723
1,45.0517,11.4128,0.872930,1593.057
0,15.8095,15.6222,0.181932,1161.333
1,75.3877,-1.1036,0.983771,1007.061
1,37.7400,-17.1099,0.456986,1386.951
1,81.1104,-21.0519,0.302507,1393.589
1,94.5848,17.4017,0.577986,1233.132
0,81.8018,-17.2365,0.318102,867.484
0,17.2332,24.4483,0.580145,1325.360
0,26.2539,23.0280,0.157133,871.897
1,28.1591,-26.9398,0.930150,1113.084
0,27.1922,6.0667,0.703407,1508.364
0,30.1382,-6.7376,0.277204,1344.747
0,36.8066,-19.0570,0.693177,1845.157
1,54.1153,-20.1897,0.738782,1159.370
0,46.9929,8.0815,0.906746,542.796
0,92.7305,29.5201,0.054576,1620.250
1,89.4845,21.5927,0.169264,965.457
0,21.6906,0.5591,0.645859,870.734
1,78.4625,7.8160,0.016980,1942.466
0,8.0156,-18.5627,0.260361,1100.435
0,11.8085,-11.2668,0.490570,1657.078
1,63.7231,11.6620,0.674876,1628.815
0,30.9380,-10.0121,0.530371,1518.823
1,50.8188,-29.2128,0.382873,1436.865
0,3.1835,1.0588,0.491626,1763.752
1,83.9662,7.0627,0.945102,1750.741
0,73.6682,13.8985,0.654286,1158.640
1,58.2625,-7.8415,0.397879,1402.675
1,52.2540,20.0665,0.893316,764.941
1,45.1493,-24.0062,0.337764,901.841
0,6.7036,18.4650,0.635785,1654.333
0,60.0439,19.2357,0.648068,1878.009
0,1.9520,14.9559,0.841049,1869.498
1,57.7739,10.7307,0.091278,1870.028
1,13.8879,6.9144,0.781090,1984.418
0,19.7392,7.4599,0.314998,1332.205
1,73.9767,-13.2032,0.677208,720.967
1,92.8933,-24.2486,0.884730,744.781
1,76.2030,13.2744,0.479206,1599.388
1,77.3276,29.6036,0.980317,1764.171
1,77.2648,-29.4829,0.424413,735.153
1,45.1795,-28.4004,0.646172,1492.041
1,97.6108,0.3358,0.093265,1276.180
1,73.9573,-25.6766,0.693738,710.736
1,48.1882,17.6469,0.928090,1621.889
1,41.7638,-21.8379,0.048164,1061.251
0,20.3999,8.6408,0.472217,1767.265
1,73.1149,21.3320,0.520440,1399.511
1,90.2273,-3.0190,0.223370,627.012
0,25.6433,7.6785,0.961753,1405.750
1,70.1220,-12.0207,0.839827,1156.800
1,97.8532,-25.1683,0.676486,1711.510
0,31.5761,28.7097,0.272005,989.663
1,33.2094,-27.9972,0.248422,1833.322
1,88.4039,3.0970,0.094063,1729.666
1,3.2198,4.2447,0.843416,1337.913
1,78.9663,-19.5431,0.444331,1247.445
0,90.4343,18.2512,0.034350,1425.150
1,65.0621,-19.2571,0.712767,1204.514
1,92.3777,-19.3392,0.896927,815.240
0,22.3053,-7.2268,0.072871,808.835
0,14.9604,-17.6644,0.020049,1902.838
1,40.7786,-15.7733,0.117878,1572.516
0,14.1479,2.0499,0.773708,1539.116
0,52.7906,29.9418,0.631655,858.263
1,70.4992,20.3310,0.624387,1722.237
0,85.4519,10.4291,0.633256,1552.076
1,41.0109,-23.9154,0.238441,1259.697
1,69.8750,17.0483,0.099125,1131.331
0,41.3509,-26.3298,0.997756,694.010
1,38.9613,-5.7617,0.204184,859.983
1,22.4023,14.8739,0.834029,1187.851
0,31.0754,4.8723,0.205225,1034.542
0,73.3968,6.2313,0.416493,1768.102
1,4.0069,-12.2566,0.267244,812.973
1,74.3768,23.9943,0.210768,1994.883
1,64.3822,20.4656,0.495047,1927.026
0,45.0548,-1.8219,0.393267,1058.100
1,66.2211,-13.9571,0.779873,829.437
0,11.7545,4.7348,0.742763,619.291
0,80.9654,8.6806,0.152355,798.670
0,9.3889,-21.7964,0.995535,1952.852
0,32.4118,2.2278,0.837441,687.132
0,46.9661,-24.8305,0.253875,750.665
1,26.4333,-17.3647,0.044427,799.722
1,77.2688,0.9510,0.047619,552.962
0,16.4855,-20.5715,0.131241,1232.456
1,99.9145,11.3243,0.295934,691.918
1,31.3821,-1.5540,0.424699,1679.775
0,12.5080,-4.2036,0.655119,1364.909
1,3.1388,-10.4977,0.575653,783.073
1,59.9065,6.0150,0.952540,1896.646
1,57.8039,-24.6535,0.960227,1722.039
0,16.6976,-5.6466,0.349137,1400.894
1,78.0922,17.4134,0.125929,607.621
1,79.0234,17.1534,0.257910,1817.520
1,34.2747,21.6439,0.471013,997.441
0,83.9817,4.8893,0.942525,866.528
0,39.8896,14.1719,0.364836,615.841
1,22.4712,0.8324,0.610006,1048.733
0,71.9190,-25.1518,0.054523,1899.100
0,24.1163,-18.0535,0.503906,1417.586
0,81.3176,-9.4597,0.074194,1682.242
1,71.7307,7.0857,0.628599,1538.308
1,58.5488,-2.1981,0.104784,1513.253
0,4.4724,-4.4767,0.048702,1331.635
1,27.6361,-19.4470,0.892088,1585.781
0,26.1943,18.3725,0.538280,1113.304
1,64.0708,-25.3451,0.330801,1685.952
0,5.6557,9.7202,0.576675,1053.884
1,60.6617,23.1164,0.917801,1677.417
0,25.5825,28.5612,0.379021,1531.634
1,81.5775,-20.9756,0.949483,889.168
1,63.7292,-2.9849,0.350340,1046.623
0,91.1098,-25.2111,0.219730,1716.321
1,50.7905,-22.0462,0.314150,1345.376
0,38.2721,20.9228,0.679446,1631.610
1,39.1088,-14.5150,0.107144,732.274
1,28.5924,-4.3687,0.850524,1296.254
1,49.0301,-22.3140,0.071356,1419.916
0,60.6306,-11.3002,0.212260,1884.843
1,52.6801,9.9326,0.106920,1767.162
0,12.3261,9.7122,0.815436,1249.004
1,96.7062,-1.7424,0.195076,1270.675
1,37.9209,-9.4136,0.195490,794.740
1,48.3910,-16.2425,0.688894,1617.998
1,37.9805,-26.3276,0.700872,633.437
0,7.1057,8.1872,0.756217,1798.233
1,72.5544,-20.9302,0.262369,640.625
1,62.4055,6.7051,0.351188,553.285
1,1.9340,25.9815,0.557573,1740.513
0,26.3199,-23.0296,0.015766,1644.688
0,29.7509,28.5990,0.361589,1092.358
0,6.2054,27.6598,0.726478,1875.832
1,33.0608,12.8846,0.329587,942.384
0,22.8046,-25.1557,0.101740,727.750
1,87.2158,22.6862,0.653370,1470.267
1,44.6781,0.2181,0.873864,1990.312
1,95.4884,7.2413,0.993092,1190.720
0,74.8894,17.3745,0.867464,1118.683
0,66.3058,23.1164,0.433966,1416.902
0,30.4597,6.2062,0.262651,1649.425
1,18.2460,-29.1340,0.863932,840.615
1,41.9405,-10.6032,0.714744,1946.564
1,55.8420,-24.7720,0.732937,1397.459
1,70.9920,13.2991,0.869108,1060.356
0,43.8472,-17.2035,0.689285,753.841
1,98.6884,-3.3518,0.042102,1818.449
1,84.3344,-15.5410,0.107581,689.256
1,94.0451,15.4053,0.766016,1891.443
1,42.5614,-25.5102,0.903088,766.913
1,57.5925,-20.8598,0.835661,712.844
1,58.2945,14.0598,0.889080,1181.678
1,96.9186,-10.4911,0.694705,1031.128
1,97.5268,-13.1293,0.835778,1757.665
0,31.7436,28.7731,0.606767,1192.776
0,95.3165,27.3381,0.941479,1807.437
1,36.3642,-11.3888,0.511343,1617.562
1,83.4547,6.5086,0.900206,1731.511
1,10.9014,-8.8858,0.653129,1545.908
1,61.5303,-26.2770,0.411930,1072.493
1,14.4436,-15.6568,0.064645,1680.158
1,59.6373,2.7342,0.373810,1419.464
1,62.7310,17.5710,0.017455,1352.351
1,65.9000,18.8283,0.949663,585.529
1,36.6791,-7.1417,0.014770,943.185
1,96.5532,-10.4146,0.909495,941.872
1,89.1114,2.6223,0.559817,1017.420
0,12.4589,-15.2675,0.724571,1457.437
0,28.8977,-15.9200,0.287230,1574.321
0,31.6163,-9.9330,0.084895,1448.022
1,80.1499,-23.2568,0.354911,1505.363
1,76.3464,-16.5430,0.769188,1256.925
0,26.9950,8.1645,0.079229,1549.038
0,8.3604,-16.0180,0.672508,1739.679
1,41.3458,-24.6460,0.311372,1034.490
0,13.2124,-24.3755,0.298556,1069.669
1,63.1083,-15.5083,0.277480,1679.467
0,77.8727,-18.6723,0.889575,777.589
1,90.0306,-1.4188,0.219955,1245.610
0,65.2901,-20.6737,0.587872,1253.801
1,8.3130,9.7165,0.258442,1537.020
1,71.2265,18.0609,0.998584,871.698
1,66.9723,25.5436,0.389409,1307.936
0,2.8422,-8.4843,0.292918,1380.860
1,89.4809,-9.3925,0.487449,1772.203
1,93.7105,22.1567,0.814299,1888.375
1,97.6687,0.3522,0.796022,1321.558
1,96.9142,28.9852,0.586134,1537.250
1,97.7712,-18.5873,0.641777,735.945
1,97.4580,-24.7834,0.681331,1980.406
0,29.4306,21.7512,0.000632,601.372
1,73.9671,-19.5305,0.410307,1476.477
1,84.2986,29.2029,0.073001,1217.384
0,16.3853,-22.2177,0.841704,1483.642
0,4.5335,16.3477,0.601418,781.080
1,70.4598,12.1009,0.330153,1309.311
1,85.0161,-18.7231,0.827362,1284.892
1,11.4166,0.3143,0.728440,1415.662
1,79.4650,4.3668,0.935149,1300.690
1,99.0996,-22.9674,0.163521,659.330
1,84.4875,-15.2856,0.025569,1168.916
1,52.1844,-14.3339,0.813245,1415.510
0,3.7989,20.6604,0.870766,1377.805
0,65.5038,-20.4388,0.549739,504.530
0,65.8615,-5.9242,0.231262,1268.855
0,47.2556,20.2388,0.067624,1445.780
1,58.7387,2.2897,0.223933,1092.197
0,60.4920,-20.2572,0.381418,749.413
1,85.3064,11.5196,0.118100,1066.662
0,95.0310,12.1208,0.349946,839.372
1,83.1642,4.0483,0.160501,753.965
0,44.3611,-29.1613,0.512999,1549.400
1,68.4531,-18.3913,0.182725,716.143
0,49.9828,7.2244,0.475968,1046.445
1,49.2659,16.6762,0.383464,574.442
1,96.6622,-13.0102,0.853488,1111.052
1,77.0543,-0.7580,0.841376,1593.036
0,1.9916,-7.3404,0.054623,1863.006
1,59.0942,8.9628,0.681817,922.767
1,65.9586,0.5560,0.974005,1598.743
1,32.9903,-16.4373,0.985649,1285.435
0,5.3706,-18.9595,0.110873,628.196
1,16.0447,-20.3706,0.105631,1855.350
0,19.7164,-8.8738,0.454034,1264.239
1,12.2168,3.9470,0.567297,1380.503
1,84.3278,-24.2329,0.101619,1671.151
0,45.7355,-11.4505,0.120992,1702.991
1,54.4498,0.1031,0.317752,979.281
1,83.5908,-13.9928,0.969159,1083.748
1,43.0452,2.6250,0.778251,751.935
1,30.7483,-26.6860,0.464512,660.698
1,76.4119,9.5249,0.398647,1117.911
1,95.7586,-25.0567,0.330106,1491.806
1,85.1288,-27.6301,0.303637,1156.154
0,69.5446,-27.9390,0.134514,1892.892
0,85.5381,5.7975,0.178131,1955.231
1,29.9529,-10.9279,0.933662,1563.607
0,40.2122,20.6788,0.013860,978.182
1,88.5750,-23.8157,0.905811,1630.444
0,75.3519,26.2009,0.307954,990.522
1,39.0953,-15.5932,0.340815,1397.850
0,27.3133,25.2432,0.535918,976.515
0,16.7494,-1.1630,0.428493,1596.065
1,63.9718,-21.0764,0.621035,1316.642
0,0.6642,-28.4617,0.984849,1603.138
1,59.2375,-22.2877,0.380884,957.926
1,91.8700,-12.6797,0.851117,806.893
0,5.9416,28.6232,0.335095,999.232
1,48.1402,-11.4763,0.696183,1536.445
0,40.5133,10.4747,0.175101,1230.899
1,60.4792,-11.0612,0.763527,1500.479
0,36.5314,-14.6841,0.605390,1872.390
0,14.4594,2.3901,0.230634,922.611
1,87.8822,7.7700,0.223898,1160.648
1,66.2665,18.8179,0.288213,1551.176
1,69.7913,-10.2326,0.293885,801.362
1,91.7797,27.2062,0.893618,982.536
0,60.3053,1.5087,0.184131,1168.517
1,80.4151,-7.7002,0.420168,1323.420
1,94.1567,-25.3143,0.414442,1972.758
1,77.5633,-2.9592,0.734669,920.478
1,79.1160,-28.3540,0.062742,1232.538
0,3.5858,27.6828,0.404482,1454.630
1,19.1157,8.7730,0.908943,1775.895
1,35.3678,-3.2778,0.778220,1273.203
1,29.1001,-6.3922,0.739267,502.602
0,61.9818,24.9008,0.312047,1317.819
1,46.7117,-16.8739,0.613299,501.144
0,57.5619,-2.2559,0.695772,1077.009
1,84.2772,28.0309,0.783748,1524.304
1,29.5350,-19.8509,0.563845,1813.649
1,33.0264,10.3476,0.219201,1816.284
1,39.7697,-12.7100,0.061007,876.949
1,12.0845,8.9599,0.859269,700.321
1,97.2389,-28.0249,0.908180,815.920
1,89.1275,14.9758,0.393547,1439.545
0,32.3819,6.5829,0.056398,1240.764
1,45.0665,-8.9299,0.436281,864.793
1,79.4657,29.9740,0.735777,1956.254
0,28.7453,-5.9163,0.444473,1915.229
1,19.3440,-23.5252,0.650201,925.863
1,26.2433,-14.3416,0.353232,1017.969
1,58.0667,-13.2652,0.592837,976.248
0,78.7981,-16.0939,0.567165,964.384
1,76.9676,-17.2169,0.616073,1941.407
1,97.2822,-12.1716,0.937344,1952.490
1,48.9881,-11.6925,0.450061,1787.154
0,21.5906,27.5709,0.772489,1937.509
0,18.9693,29.8762,0.090968,1748.681
1,51.5743,-5.5962,0.418278,897.091
0,5.5684,20.0538,0.134883,1929.446
1,98.0388,-0.4896,0.689263,1519.408
1,96.5292,-10.5823,0.384906,653.469
0,27.5542,19.7311,0.734734,1926.372
1,82.8467,-2.4432,0.608825,1445.468
1,77.1740,-22.6750,0.783620,1053.494
1,56.6092,22.7318,0.672617,1271.032
1,65.5650,-19.7855,0.497098,1789.278
1,72.4066,-13.7849,0.092884,1093.486
1,86.6064,6.7818,0.988656,1867.389
0,68.6891,10.3197,0.467363,1661.787
1,59.6404,-16.4757,0.504571,728.201
0,85.8305,12.4932,0.320267,1386.567
0,8.6429,9.0607,0.870884,1872.494
0,10.5300,-10.0947,0.875216,1347.078
0,55.8215,-8.0162,0.213168,1874.490
1,15.8710,-21.9943,0.872027,578.894
1,89.4096,-5.3100,0.898092,1832.274
0,43.0246,9.9403,0.344963,1449.012
0,1.5846,26.9991,0.501839,1098.601
0,21.5053,14.5288,0.073660,1469.573
1,35.5136,17.8068,0.902644,512.583
1,23.0008,-29.2658,0.588244,826.053
1,72.4877,20.1716,0.267671,784.062
0,67.4930,15.1752,0.982702,986.126
0,43.9629,29.2075,0.242541,555.242
0,60.8229,21.8735,0.814101,933.156
1,41.6563,-26.4139,0.225645,1762.244
0,9.7316,0.5313,0.889703,1730.837
0,41.8009,-25.3544,0.127595,1346.810
0,17.9653,10.9389,0.312464,944.859
0,46.2133,15.5667,0.749575,1717.126
1,36.8345,3.2543,0.865816,887.148
0,36.5450,-18.1118,0.299473,1246.484
1,66.5109,6.6329,0.426175,714.263
0,16.6075,21.7930,0.162144,1944.770
0,36.2201,21.5518,0.678001,850.721
1,92.5915,3.1256,0.517528,1004.217
1,65.7119,-11.3884,0.414228,605.037
0,54.3077,8.5823,0.631604,1041.745
1,21.9873,16.6773,0.629939,1869.453
0,56.9105,-14.6316,0.169622,937.092
1,59.8916,5.8381,0.786396,1091.692
0,50.9149,22.5743,0.632002,1531.193
0,81.3357,10.8365,0.963328,860.114
1,35.4917,-18.2208,0.356150,1196.981
1,52.3036,-16.1033,0.800980,1951.588
1,58.4247,-16.2445,0.765032,643.865
1,66.9775,-7.0517,0.226133,1324.389
0,5.9818,1.4278,0.019766,1491.132
1,66.6839,-29.3378,0.944142,1741.525
0,53.9265,18.8776,0.389863,1877.774
1,37.2784,23.9994,0.704968,1743.940
0,36.7303,17.7792,0.818670,796.068
0,27.9890,-23.3277,0.536093,1528.895
0,43.0885,-2.7315,0.413736,1372.118
1,83.1120,-19.4067,0.695395,943.422
1,51.2000,-12.7518,0.973297,1678.441
1,76.9621,20.3637,0.846517,969.383
1,76.9785,10.6502,0.396840,929.117
0,26.3497,12.3076,0.822387,1753.598
0,55.5634,-1.5034,0.258213,1945.966
0,8.4790,-5.9466,0.808451,1975.821
0,19.6229,-17.7243,0.409354,551.046
1,7.9833,19.3814,0.033043,1309.341
1,44.0495,-14.1187,0.223171,585.772
1,75.3382,-26.5419,0.127658,935.076
1,12.5993,-8.7500,0.859663,1109.699
0,3.7057,-28.2446,0.009320,551.622
1,36.8730,-28.1433,0.862636,1041.581
1,56.5190,-13.9110,0.362809,1301.844
0,44.0473,10.3250,0.282827,1670.495
0,29.0945,-14.8936,0.201031,1805.085
0,2.7154,-13.6060,0.518400,969.114
0,84.2062,-9.3041,0.002888,1691.603
0,5.0576,18.8222,0.998628,1949.798
1,40.9550,-5.8768,0.862117,1436.994
1,48.5233,11.6896,0.593095,617.785
0,45.3909,-25.7195,0.079334,1936.717
1,78.5283,19.6936,0.139263,554.877
0,9.5498,0.7527,0.549893,1302.768
1,22.0259,-14.0843,0.568407,1730.156
1,62.6769,10.4074,0.316294,640.487
1,88.8892,-6.6206,0.576369,1011.990
1,33.2329,10.8082,0.439876,623.116
0,77.0721,-14.0641,0.045076,1768.577
0,22.2350,10.4665,0.962043,1130.988
1,89.7005,21.1296,0.326938,551.308
0,21.9972,-22.4149,0.772991,1876.359
1,78.0453,15.3028,0.985675,1878.061
1,39.5627,-14.8886,0.797936,1285.981
0,41.5361,-25.6399,0.467816,744.817
0,95.4661,-16.7889,0.722689,1836.393
1,95.2328,12.6848,0.895636,1253.727
1,3.6732,-26.2369,0.542163,549.283
0,20.5910,24.4287,0.522304,1217.273
0,1.5674,-13.2047,0.126369,1678.889
1,97.0493,22.5903,0.438056,810.670
1,82.4337,-6.9394,0.163727,821.703
1,99.9787,-5.7762,0.882063,1968.457
1,6.9040,21.5646,0.483191,1664.913
1,33.2909,12.5817,0.765081,847.043
0,50.8215,3.0219,0.989634,1357.546
0,67.4739,-24.3710,0.936763,1036.071
1,7.5823,-13.5986,0.688523,990.007
1,65.2389,23.9395,0.327694,1518.568
1,80.2180,-28.4950,0.543333,1739.923
0,15.6264,17.8039,0.349760,1644.299
0,26.0799,-23.3146,0.206694,799.217
0,27.3972,-6.3174,0.592030,1115.610
1,90.5971,-1.9820,0.524682,516.295
1,79.5683,-19.7467,0.156519,1188.270
1,43.3918,-7.0800,0.086036,1907.785
1,48.3132,-29.5781,0.163019,573.834
1,87.8008,14.6434,0.173897,735.113
1,96.4400,-26.0002,0.489045,1488.610
1,25.7679,-11.5823,0.917287,1999.961
0,33.5214,0.0241,0.532469,876.307
1,98.5376,8.4127,0.890913,1088.293
1,87.8799,-28.4767,0.268171,1991.034
0,26.6940,-16.0985,0.542807,1643.913
0,16.1915,-12.4158,0.367940,955.330
1,72.9021,10.9106,0.497446,1122.586
0,12.6956,-2.1173,0.086062,1327.483
1,98.2731,-1.5262,0.912147,983.648
0,23.7796,21.1886,0.781702,1085.031
1,93.9012,17.9095,0.495022,1211.911
0,2.5988,15.8493,0.154679,798.367
0,4.2144,-22.0524,0.228916,1459.291
0,30.3533,-21.4341,0.475856,918.804
1,41.4086,26.3595,0.716515,685.672
1,79.2378,-10.8274,0.220375,650.279
0,30.8772,0.6821,0.977919,1212.563
1,93.0529,-18.7908,0.022838,1457.312
0,36.2802,-11.3980,0.887151,990.053
1,85.0270,-15.2612,0.272620,986.993
0,9.5030,-7.3628,0.502499,1625.384
0,99.9686,-25.0814,0.371241,909.309
0,70.6444,2.6268,0.054493,1453.466
1,53.0775,-20.7275,0.753874,1950.793
1,11.6713,-22.8044,0.837648,788.298
1,10.4053,-26.8695,0.389813,943.525
1,54.6731,-27.1846,0.895713,1611.945
1,93.1485,-29.4678,0.227663,590.926
1,84.8553,18.9348,0.749966,1480.605
1,81.9022,-14.6676,0.251507,1115.782
1,69.5729,-0.4936,0.305425,886.131
1,97.5103,2.3784,0.310300,1209.941
1,94.7512,11.5298,0.075557,1882.112
0,65.9521,8.8840,0.313197,751.111
1,52.1906,25.6127,0.693256,941.824
0,30.1133,-7.8023,0.183911,1717.458
1,84.8513,18.0401,0.979292,1997.541
0,5.4958,14.4899,0.638292,1248.679
0,39.1846,11.9141,0.754369,1625.368
0,15.6390,14.4014,0.828558,823.994
0,17.0956,26.5406,0.084099,1138.738
0,76.8851,17.9110,0.010876,558.099
1,60.5142,-8.6563,0.498662,523.030
0,14.6844,12.7723,0.077196,898.509
